Data,Rank,Artista,Música
"WEEK OF JUNE 15, 2024",18,Hugo & Guilherme,Vazou Na Braquiara
"WEEK OF JUNE 15, 2024",19,Luisa Sonza & KayBlack,Sagrado Profano
"WEEK OF JUNE 15, 2024",20,Ze Neto & Cristiano,Barulho Do Foguete
"WEEK OF JUNE 15, 2024",21,"Veigh, Nagalli & KayBlack",Confissoes Pt2
"WEEK OF JUNE 15, 2024",22,Hugo & Guilherme,Morena De Goiania
"WEEK OF JUNE 15, 2024",23,Thullio Milionario,Casca De Bala
"WEEK OF JUNE 15, 2024",24,DJ Luan Gomes,MTG Quero Ver Se Voce Tem Atitude
"WEEK OF JUNE 15, 2024",25,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo)
"WEEK OF JUNE 8, 2024",1,"DJ Topo, MC Leozin & Seu Jorge",MTG Quem Nao Quer Sou Eu
"WEEK OF JUNE 8, 2024",2,Gustavo Moura & Rafael,Digitando
"WEEK OF JUNE 8, 2024",3,Simone Mendes,Dois Tristes
"WEEK OF JUNE 8, 2024",4,"The Box: MC Brinquedo, MC Cebezinho, MC Tuto & MC Laranjinha",The Box Medley Funk 2
"WEEK OF JUNE 8, 2024",5,Felipe & Rodrigo,Gosta de Rua
"WEEK OF JUNE 8, 2024",6,Jorge & Mateus & Lauana Prado,Havera Sinais
"WEEK OF JUNE 8, 2024",7,Ze Neto & Cristiano & Ana Castela,Foi Intenso
"WEEK OF JUNE 8, 2024",8,Luan Pereira & Murilo Huff,Falta De Que?
"WEEK OF JUNE 8, 2024",9,"DJ JZ, Humberto & Ronaldo, mc mininin & Silvanno Salles",MTG Quero Te Encontrar
"WEEK OF JUNE 8, 2024",10,"MC Dudu, DJ Ws da Igrejinha, DJ JOAO PEREIRA, Sk, MC TH DA SERRA & DaLama",Nao Vou Namorar
"WEEK OF JUNE 8, 2024",11,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo
"WEEK OF JUNE 8, 2024",12,Ze Neto & Cristiano,Deu Moral
"WEEK OF JUNE 8, 2024",13,"L7nnon, MC Cabelinho, Palma & HHR",Vamo Marolar
"WEEK OF JUNE 8, 2024",14,Manu Bahtidao & Simone Mendes,Daqui Pra Sempre
"WEEK OF JUNE 8, 2024",15,Traia Veia & Gusttavo Lima,Equivocada
"WEEK OF JUNE 8, 2024",16,"CountryBeat, Felix & Leo Souzza",Sonho Dela
"WEEK OF JUNE 8, 2024",17,Matheus & Kauan,Nao Sei Se To Solteiro
"WEEK OF JUNE 8, 2024",18,Hugo & Guilherme,Vazou Na Braquiara
"WEEK OF JUNE 8, 2024",19,Hugo & Guilherme,Morena De Goiania
"WEEK OF JUNE 8, 2024",20,Thiago & Samuel,Amor Diferente
"WEEK OF JUNE 8, 2024",21,Murilo Huff,Anestesiado
"WEEK OF JUNE 8, 2024",22,Luan Pereira & MC Daniel,Entra Na Defender
"WEEK OF JUNE 8, 2024",23,"Veigh, Nagalli & KayBlack",Confissoes Pt2
"WEEK OF JUNE 8, 2024",24,Thullio Milionario,Casca De Bala
"WEEK OF JUNE 8, 2024",25,Simone Mendes,Dois Fugitivos
"WEEK OF JUNE 1, 2024",1,Gustavo Moura & Rafael,Digitando
"WEEK OF JUNE 1, 2024",2,"The Box: MC Brinquedo, MC Cebezinho, MC Tuto & MC Laranjinha",The Box Medley Funk 2
"WEEK OF JUNE 1, 2024",3,"DJ Topo, MC Leozin & Seu Jorge",MTG Quem Nao Quer Sou Eu
"WEEK OF JUNE 1, 2024",4,Felipe & Rodrigo,Gosta de Rua
"WEEK OF JUNE 1, 2024",5,Simone Mendes,Dois Tristes
"WEEK OF JUNE 1, 2024",6,Jorge & Mateus & Lauana Prado,Havera Sinais
"WEEK OF JUNE 1, 2024",7,"DJ JZ, Humberto & Ronaldo, mc mininin & Silvanno Salles",MTG Quero Te Encontrar
"WEEK OF JUNE 1, 2024",8,Ze Neto & Cristiano & Ana Castela,Foi Intenso
"WEEK OF JUNE 1, 2024",9,Luan Pereira & MC Daniel,Entra Na Defender
"WEEK OF JUNE 1, 2024",10,Ze Neto & Cristiano,Deu Moral
"WEEK OF JUNE 1, 2024",11,"MC Dudu, DJ Ws da Igrejinha, DJ JOAO PEREIRA, Sk, MC TH DA SERRA & DaLama",Nao Vou Namorar
"WEEK OF JUNE 1, 2024",12,"L7nnon, MC Cabelinho, Palma & HHR",Vamo Marolar
"WEEK OF JUNE 1, 2024",13,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo
"WEEK OF JUNE 1, 2024",14,Hugo & Guilherme,Morena De Goiania
"WEEK OF JUNE 1, 2024",15,Billie Eilish,Lunch
"WEEK OF JUNE 1, 2024",16,Luan Pereira & Murilo Huff,Falta De Que?
"WEEK OF JUNE 1, 2024",17,Hugo & Guilherme,Vazou Na Braquiara
"WEEK OF JUNE 1, 2024",18,Ze Neto & Cristiano,Barulho Do Foguete
"WEEK OF JUNE 1, 2024",19,Thullio Milionario,Casca De Bala
"WEEK OF JUNE 1, 2024",20,Billie Eilish,Chihiro
"WEEK OF JUNE 1, 2024",21,Murilo Huff,Anestesiado
"WEEK OF JUNE 1, 2024",22,Manu Bahtidao & Simone Mendes,Daqui Pra Sempre
"WEEK OF JUNE 1, 2024",23,"Ana Castela, Hungria & Alok",Lua
"WEEK OF JUNE 1, 2024",24,Traia Veia & Gusttavo Lima,Equivocada
"WEEK OF JUNE 1, 2024",25,"CountryBeat, Felix & Leo Souzza",Sonho Dela
"WEEK OF MAY 25, 2024",1,Gustavo Moura & Rafael,Digitando
"WEEK OF MAY 25, 2024",2,"The Box: MC Brinquedo, MC Cebezinho, MC Tuto & MC Laranjinha",The Box Medley Funk 2
"WEEK OF MAY 25, 2024",3,Felipe & Rodrigo,Gosta de Rua
"WEEK OF MAY 25, 2024",4,"DJ JZ, Humberto & Ronaldo, mc mininin & Silvanno Salles",MTG Quero Te Encontrar
"WEEK OF MAY 25, 2024",5,Ze Neto & Cristiano,Deu Moral
"WEEK OF MAY 25, 2024",6,Jorge & Mateus & Lauana Prado,Havera Sinais
"WEEK OF MAY 25, 2024",7,Simone Mendes,Dois Tristes
"WEEK OF MAY 25, 2024",8,Luan Pereira & MC Daniel,Entra Na Defender
"WEEK OF MAY 25, 2024",9,"MC Dudu, DJ Ws da Igrejinha, DJ JOAO PEREIRA, Sk, MC TH DA SERRA & DaLama",Nao Vou Namorar
"WEEK OF MAY 25, 2024",10,"L7nnon, MC Cabelinho, Palma & HHR",Vamo Marolar
"WEEK OF MAY 25, 2024",11,Ze Neto & Cristiano & Ana Castela,Foi Intenso
"WEEK OF MAY 25, 2024",12,"Veigh, Nagalli & KayBlack",Confissoes Pt2
"WEEK OF MAY 25, 2024",13,Thullio Milionario,Casca De Bala
"WEEK OF MAY 25, 2024",14,Ze Neto & Cristiano,Barulho Do Foguete
"WEEK OF MAY 25, 2024",15,Hugo & Guilherme,Vazou Na Braquiara
"WEEK OF MAY 25, 2024",16,Hugo & Guilherme,Morena De Goiania
"WEEK OF MAY 25, 2024",17,Murilo Huff,Anestesiado
"WEEK OF MAY 25, 2024",18,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo)
"WEEK OF MAY 25, 2024",19,Manu Bahtidao & Simone Mendes,Daqui Pra Sempre
"WEEK OF MAY 25, 2024",20,"Ana Castela, Hungria & Alok",Lua
"WEEK OF MAY 25, 2024",21,"MC Paulin da Capital, MC Piedro, MC Ryan SP, MC Daniel, DJ WN & DJ GM",Samba de Malandro
"WEEK OF MAY 25, 2024",22,MC Saci Featuring mc pretchako,Aquariano Nato
"WEEK OF MAY 25, 2024",23,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo
"WEEK OF MAY 25, 2024",24,WIU & Teto,Problemas de Um Milionario
"WEEK OF MAY 25, 2024",25,Matheus & Kauan,Nao Recomendo
"WEEK OF MAY 18, 2024",1,Gustavo Moura & Rafael,Digitando
"WEEK OF MAY 18, 2024",2,"DJ JZ, Humberto & Ronaldo, mc mininin & Silvanno Salles",MTG Quero Te Encontrar
"WEEK OF MAY 18, 2024",3,Felipe & Rodrigo,Gosta de Rua
"WEEK OF MAY 18, 2024",4,Za Vaqueiro,Maravilhosa
"WEEK OF MAY 18, 2024",5,"The Box: MC Brinquedo, MC Cebezinho, MC Tuto & MC Laranjinha",The Box Medley Funk 2
"WEEK OF MAY 18, 2024",6,Jorge & Mateus & Lauana Prado,Havera Sinais
"WEEK OF MAY 18, 2024",7,Luan Pereira & MC Daniel,Entra Na Defender
"WEEK OF MAY 18, 2024",8,"Veigh, Nagalli & KayBlack",Confissoes Pt2
"WEEK OF MAY 18, 2024",9,Simone Mendes,Dois Tristes
"WEEK OF MAY 18, 2024",10,"MC Dudu, DJ Ws da Igrejinha, DJ JOAO PEREIRA, Sk, MC TH DA SERRA & DaLama",Nao Vou Namorar
"WEEK OF MAY 18, 2024",11,Thullio Milionario,Casca De Bala
"WEEK OF MAY 18, 2024",12,Ze Neto & Cristiano,Deu Moral
"WEEK OF MAY 18, 2024",13,Ze Neto & Cristiano,Barulho Do Foguete
"WEEK OF MAY 18, 2024",14,Hugo & Guilherme,Morena De Goiania
"WEEK OF MAY 18, 2024",15,Hugo & Guilherme,Vazou Na Braquiara
"WEEK OF MAY 18, 2024",16,"L7nnon, MC Cabelinho, Palma & HHR",Vamo Marolar
"WEEK OF MAY 18, 2024",17,Matue & MC Ryan SP,Filho da Noite
