Data,Rank,Artista,Música,Num_Artistas,Colaboracao
WEEK OF JUNE 22; 2024,3,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF JUNE 22; 2024,4,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF JUNE 22; 2024,5,DJ Luan Gomes,MTG Quero Ver Se Voce Tem Atitude,1,False
WEEK OF JUNE 22; 2024,6,Simone Mendes,Dois Tristes,1,False
WEEK OF JUNE 22; 2024,7,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF JUNE 22; 2024,8,MC IG; Murillo e LT no Beat ; DJ Glenner,Sorriso No Rosto,3,True
WEEK OF JUNE 22; 2024,9,Luan Pereira ; Murilo Huff,Falta De Que?,2,True
WEEK OF JUNE 22; 2024,10,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF JUNE 22; 2024,11,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF JUNE 22; 2024,12,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF JUNE 22; 2024,13,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF JUNE 22; 2024,14,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF JUNE 22; 2024,15,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF JUNE 22; 2024,16,L7nnon; MC Cabelinho; Palma ; HHR,Vamo Marolar,4,True
WEEK OF JUNE 22; 2024,17,Murilo Huff,Anestesiado,1,False
WEEK OF JUNE 22; 2024,18,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF JUNE 22; 2024,19,Luan Santana ; Luan Pereira,Eu Sou Sentimento,2,True
WEEK OF JUNE 22; 2024,20,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF JUNE 22; 2024,21,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF JUNE 22; 2024,22,Thullio Milionario,Casca De Bala,1,False
WEEK OF JUNE 22; 2024,23,Billie Eilish,Chihiro,1,False
WEEK OF JUNE 22; 2024,24,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF JUNE 22; 2024,25,Veigh; Nagalli ; KayBlack,Confissoes Pt2,3,True
WEEK OF JUNE 15; 2024,1,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF JUNE 15; 2024,2,Gustavo Moura ; Rafael,Digitando,2,True
WEEK OF JUNE 15; 2024,3,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF JUNE 15; 2024,4,Simone Mendes,Dois Tristes,1,False
WEEK OF JUNE 15; 2024,5,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF JUNE 15; 2024,6,Luan Pereira ; Murilo Huff,Falta De Que?,2,True
WEEK OF JUNE 15; 2024,7,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF JUNE 15; 2024,8,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF JUNE 15; 2024,9,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF JUNE 15; 2024,10,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF JUNE 15; 2024,11,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF JUNE 15; 2024,12,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF JUNE 15; 2024,13,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF JUNE 15; 2024,14,L7nnon; MC Cabelinho; Palma ; HHR,Vamo Marolar,4,True
WEEK OF JUNE 15; 2024,15,MC IG; Murillo e LT no Beat ; DJ Glenner,Sorriso No Rosto,3,True
WEEK OF JUNE 15; 2024,16,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF JUNE 15; 2024,17,Murilo Huff,Anestesiado,1,False
WEEK OF JUNE 15; 2024,18,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF JUNE 15; 2024,19,Luisa Sonza ; KayBlack,Sagrado Profano,2,True
WEEK OF JUNE 15; 2024,20,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF JUNE 15; 2024,21,Veigh; Nagalli ; KayBlack,Confissoes Pt2,3,True
WEEK OF JUNE 15; 2024,22,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF JUNE 15; 2024,23,Thullio Milionario,Casca De Bala,1,False
WEEK OF JUNE 15; 2024,24,DJ Luan Gomes,MTG Quero Ver Se Voce Tem Atitude,1,False
WEEK OF JUNE 15; 2024,25,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF JUNE 8; 2024,1,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF JUNE 8; 2024,2,Gustavo Moura ; Rafael,Digitando,2,True
WEEK OF JUNE 8; 2024,3,Simone Mendes,Dois Tristes,1,False
WEEK OF JUNE 8; 2024,4,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF JUNE 8; 2024,5,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF JUNE 8; 2024,6,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF JUNE 8; 2024,7,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF JUNE 8; 2024,8,Luan Pereira ; Murilo Huff,Falta De Que?,2,True
WEEK OF JUNE 8; 2024,9,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF JUNE 8; 2024,10,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF JUNE 8; 2024,11,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF JUNE 8; 2024,12,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF JUNE 8; 2024,13,L7nnon; MC Cabelinho; Palma ; HHR,Vamo Marolar,4,True
WEEK OF JUNE 8; 2024,14,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF JUNE 8; 2024,15,Traia Veia ; Gusttavo Lima,Equivocada,2,True
WEEK OF JUNE 8; 2024,16,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF JUNE 8; 2024,17,Matheus ; Kauan,Nao Sei Se To Solteiro,2,True
WEEK OF JUNE 8; 2024,18,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF JUNE 8; 2024,19,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF JUNE 8; 2024,20,Thiago ; Samuel,Amor Diferente,2,True
WEEK OF JUNE 8; 2024,21,Murilo Huff,Anestesiado,1,False
WEEK OF JUNE 8; 2024,22,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF JUNE 8; 2024,23,Veigh; Nagalli ; KayBlack,Confissoes Pt2,3,True
WEEK OF JUNE 8; 2024,24,Thullio Milionario,Casca De Bala,1,False
WEEK OF JUNE 8; 2024,25,Simone Mendes,Dois Fugitivos,1,False
WEEK OF JUNE 1; 2024,1,Gustavo Moura ; Rafael,Digitando,2,True
WEEK OF JUNE 1; 2024,2,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF JUNE 1; 2024,3,DJ Topo; MC Leozin ; Seu Jorge,MTG Quem Nao Quer Sou Eu,3,True
WEEK OF JUNE 1; 2024,4,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF JUNE 1; 2024,5,Simone Mendes,Dois Tristes,1,False
WEEK OF JUNE 1; 2024,6,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF JUNE 1; 2024,7,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF JUNE 1; 2024,8,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF JUNE 1; 2024,9,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF JUNE 1; 2024,10,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF JUNE 1; 2024,11,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF JUNE 1; 2024,12,L7nnon; MC Cabelinho; Palma ; HHR,Vamo Marolar,4,True
WEEK OF JUNE 1; 2024,13,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF JUNE 1; 2024,14,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF JUNE 1; 2024,15,Billie Eilish,Lunch,1,False
WEEK OF JUNE 1; 2024,16,Luan Pereira ; Murilo Huff,Falta De Que?,2,True
WEEK OF JUNE 1; 2024,17,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF JUNE 1; 2024,18,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF JUNE 1; 2024,19,Thullio Milionario,Casca De Bala,1,False
WEEK OF JUNE 1; 2024,20,Billie Eilish,Chihiro,1,False
WEEK OF JUNE 1; 2024,21,Murilo Huff,Anestesiado,1,False
WEEK OF JUNE 1; 2024,22,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF JUNE 1; 2024,23,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF JUNE 1; 2024,24,Traia Veia ; Gusttavo Lima,Equivocada,2,True
WEEK OF JUNE 1; 2024,25,CountryBeat; Felix ; Leo Souzza,Sonho Dela,3,True
WEEK OF MAY 25; 2024,1,Gustavo Moura ; Rafael,Digitando,2,True
WEEK OF MAY 25; 2024,2,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF MAY 25; 2024,3,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF MAY 25; 2024,4,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF MAY 25; 2024,5,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF MAY 25; 2024,6,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF MAY 25; 2024,7,Simone Mendes,Dois Tristes,1,False
WEEK OF MAY 25; 2024,8,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF MAY 25; 2024,9,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF MAY 25; 2024,10,L7nnon; MC Cabelinho; Palma ; HHR,Vamo Marolar,4,True
WEEK OF MAY 25; 2024,11,Ze Neto  E  Cristiano ; Ana Castela,Foi Intenso,2,True
WEEK OF MAY 25; 2024,12,Veigh; Nagalli ; KayBlack,Confissoes Pt2,3,True
WEEK OF MAY 25; 2024,13,Thullio Milionario,Casca De Bala,1,False
WEEK OF MAY 25; 2024,14,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MAY 25; 2024,15,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MAY 25; 2024,16,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF MAY 25; 2024,17,Murilo Huff,Anestesiado,1,False
WEEK OF MAY 25; 2024,18,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MAY 25; 2024,19,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF MAY 25; 2024,20,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MAY 25; 2024,21,MC Paulin da Capital; MC Piedro; MC Ryan SP; MC Daniel; DJ WN ; DJ GM,Samba de Malandro,6,True
WEEK OF MAY 25; 2024,22,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF MAY 25; 2024,23,DJ SV - Manim Vaqueiro,MTG Forro E Desmantelo,1,False
WEEK OF MAY 25; 2024,24,WIU ; Teto,Problemas de Um Milionario,2,True
WEEK OF MAY 25; 2024,25,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF MAY 18; 2024,1,Gustavo Moura ; Rafael,Digitando,2,True
WEEK OF MAY 18; 2024,2,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF MAY 18; 2024,3,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF MAY 18; 2024,4,Za Vaqueiro,Maravilhosa,1,False
WEEK OF MAY 18; 2024,5,The Box: MC Brinquedo; MC Cebezinho; MC Tuto ; MC Laranjinha,The Box Medley Funk 2,4,True
WEEK OF MAY 18; 2024,6,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF MAY 18; 2024,7,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF MAY 18; 2024,8,Veigh; Nagalli ; KayBlack,Confissoes Pt2,3,True
WEEK OF MAY 18; 2024,9,Simone Mendes,Dois Tristes,1,False
WEEK OF MAY 18; 2024,10,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF MAY 18; 2024,11,Thullio Milionario,Casca De Bala,1,False
WEEK OF MAY 18; 2024,12,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF MAY 18; 2024,13,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MAY 18; 2024,14,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF MAY 18; 2024,15,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MAY 18; 2024,16,L7nnon; MC Cabelinho; Palma ; HHR,Vamo Marolar,4,True
WEEK OF MAY 18; 2024,17,Matue ; MC Ryan SP,Filho da Noite,2,True
WEEK OF MAY 18; 2024,18,Bruhh Sua Bonequinha ; Dom Silver,Chorei Quando Me Disse Tchau,2,True
WEEK OF MAY 18; 2024,19,MC Paulin da Capital; MC Piedro; MC Ryan SP; MC Daniel; DJ WN ; DJ GM,Samba de Malandro,6,True
WEEK OF MAY 18; 2024,20,Murilo Huff,Anestesiado,1,False
WEEK OF MAY 18; 2024,21,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MAY 18; 2024,22,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF MAY 18; 2024,23,WIU ; Teto,Problemas de Um Milionario,2,True
WEEK OF MAY 18; 2024,24,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MAY 18; 2024,25,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF MAY 11; 2024,1,Gustavo Moura ; Rafael,Digitando,2,True
WEEK OF MAY 11; 2024,2,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF MAY 11; 2024,3,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF MAY 11; 2024,4,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF MAY 11; 2024,5,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF MAY 11; 2024,6,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF MAY 11; 2024,7,Simone Mendes,Dois Tristes,1,False
WEEK OF MAY 11; 2024,8,Thullio Milionario,Casca De Bala,1,False
WEEK OF MAY 11; 2024,9,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF MAY 11; 2024,10,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MAY 11; 2024,11,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF MAY 11; 2024,12,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF MAY 11; 2024,13,Veigh; Nagalli ; KayBlack,Confissoes Pt2,3,True
WEEK OF MAY 11; 2024,14,Za Vaqueiro,Maravilhosa,1,False
WEEK OF MAY 11; 2024,15,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MAY 11; 2024,16,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF MAY 11; 2024,17,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MAY 11; 2024,18,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MAY 11; 2024,19,Bruhh Sua Bonequinha ; Dom Silver,Chorei Quando Me Disse Tchau,2,True
WEEK OF MAY 11; 2024,20,WIU ; Teto,Problemas de Um Milionario,2,True
WEEK OF MAY 11; 2024,21,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF MAY 11; 2024,22,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF MAY 11; 2024,23,MC Paulin da Capital; MC Piedro; MC Ryan SP; MC Daniel; DJ WN ; DJ GM,Samba de Malandro,6,True
WEEK OF MAY 11; 2024,24,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF MAY 11; 2024,25,Murilo Huff,Anestesiado,1,False
WEEK OF MAY 4; 2024,1,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF MAY 4; 2024,2,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF MAY 4; 2024,3,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF MAY 4; 2024,4,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF MAY 4; 2024,5,Simone Mendes,Dois Tristes,1,False
WEEK OF MAY 4; 2024,6,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF MAY 4; 2024,7,Gustavo Moura ; Rafael,Digitando,2,True
WEEK OF MAY 4; 2024,8,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF MAY 4; 2024,9,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF MAY 4; 2024,10,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF MAY 4; 2024,11,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF MAY 4; 2024,12,Taylor Swift Featuring Post Malone,Fortnight,1,False
WEEK OF MAY 4; 2024,13,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF MAY 4; 2024,14,Ze Neto  E  Cristiano,Deu Moral,1,False
WEEK OF MAY 4; 2024,15,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF MAY 4; 2024,16,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF MAY 4; 2024,17,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF MAY 4; 2024,18,Thullio Milionario,Casca De Bala,1,False
WEEK OF MAY 4; 2024,19,Murilo Huff,Anestesiado,1,False
WEEK OF MAY 4; 2024,20,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF MAY 4; 2024,21,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF MAY 4; 2024,22,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF MAY 4; 2024,23,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF MAY 4; 2024,24,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF MAY 4; 2024,25,MC Paulin da Capital; MC Piedro; MC Ryan SP; MC Daniel; DJ WN ; DJ GM,Samba de Malandro,6,True
WEEK OF APRIL 27; 2024,1,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF APRIL 27; 2024,2,Felipe  E  Rodrigo,Gosta de Rua,1,False
WEEK OF APRIL 27; 2024,3,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF APRIL 27; 2024,4,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF APRIL 27; 2024,5,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF APRIL 27; 2024,6,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF APRIL 27; 2024,7,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF APRIL 27; 2024,8,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF APRIL 27; 2024,9,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF APRIL 27; 2024,10,Simone Mendes,Dois Tristes,1,False
WEEK OF APRIL 27; 2024,11,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF APRIL 27; 2024,12,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF APRIL 27; 2024,13,MC Saci; MC Fahah; DJ Sammer ; DJ LC,De 10 Mulher 11 E Maluca,4,True
WEEK OF APRIL 27; 2024,14,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF APRIL 27; 2024,15,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF APRIL 27; 2024,16,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF APRIL 27; 2024,17,Murilo Huff,Anestesiado,1,False
WEEK OF APRIL 27; 2024,18,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF APRIL 27; 2024,19,MC IG; MC Ryan SP ; MC PH Featuring DJ Glenner,"E Isso Bebe, Ta Certa!",3,True
WEEK OF APRIL 27; 2024,20,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF APRIL 27; 2024,21,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF APRIL 27; 2024,22,MC Dudu; DJ Ws da Igrejinha; DJ JOAO PEREIRA; Sk; MC TH DA SERRA ; DaLama,Nao Vou Namorar,6,True
WEEK OF APRIL 27; 2024,23,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF APRIL 27; 2024,24,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF APRIL 27; 2024,25,ArgoPlay; Ana Castela ; LUDMILLA,Dia de Fluxo,3,True
WEEK OF APRIL 20; 2024,1,DJ JZ; Humberto  E  Ronaldo; mc mininin ; Silvanno Salles,MTG Quero Te Encontrar,4,True
WEEK OF APRIL 20; 2024,2,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF APRIL 20; 2024,3,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF APRIL 20; 2024,4,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF APRIL 20; 2024,5,Luan Pereira ; MC Daniel,Entra Na Defender,2,True
WEEK OF APRIL 20; 2024,6,Nattan,Amor Na Praia,1,False
WEEK OF APRIL 20; 2024,7,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF APRIL 20; 2024,8,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF APRIL 20; 2024,9,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF APRIL 20; 2024,10,MC Saci; MC Fahah; DJ Sammer ; DJ LC,De 10 Mulher 11 E Maluca,4,True
WEEK OF APRIL 20; 2024,11,MC IG; MC Ryan SP ; MC PH Featuring DJ Glenner,"E Isso Bebe, Ta Certa!",3,True
WEEK OF APRIL 20; 2024,12,MC PH; Borges; WIU; Pedro Lotto ; WEY,Tenho Que Me Decidir,5,True
WEEK OF APRIL 20; 2024,13,Hugo  E  Guilherme,Vazou Na Braquiara,1,False
WEEK OF APRIL 20; 2024,14,Simone Mendes,Dois Tristes,1,False
WEEK OF APRIL 20; 2024,15,MC Saci; mc pretchako; DJ LC ; DJ JOAO DA INESTAN,A Internet E Toxica,4,True
WEEK OF APRIL 20; 2024,16,Ana Castela; Hungria ; Alok,Lua,3,True
WEEK OF APRIL 20; 2024,17,Matheus ; Kauan,Nao Recomendo,2,True
WEEK OF APRIL 20; 2024,18,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF APRIL 20; 2024,19,Murilo Huff,Anestesiado,1,False
WEEK OF APRIL 20; 2024,20,Rj; DJ MK de Nitteroi; TR E MC Menor RV,Baby Eu Tava Na Rua Da Agua,3,True
WEEK OF APRIL 20; 2024,21,Manu Bahtidao ; Simone Mendes,Daqui Pra Sempre,2,True
WEEK OF APRIL 20; 2024,22,Tropa Do Bruxo; SMU; DJ Vitin Do PC; MC JF ; MC Nahara,Tum Ba Tum,5,True
WEEK OF APRIL 20; 2024,23,Hugo  E  Guilherme,Morena De Goiania,1,False
WEEK OF APRIL 20; 2024,24,Oruam; Didi ; DJ LC da Roca Featuring MC K9; MC Smith ; Mainstreet,Role Na Favela De Nave,5,True
WEEK OF APRIL 20; 2024,25,Luan Santana EM Collab Com MC Kevin O Chris,Pega Escandaloso,1,False
WEEK OF APRIL 13; 2024,1,Jorge  E  Mateus ; Lauana Prado,Havera Sinais,2,True
WEEK OF APRIL 13; 2024,2,MC IG; MC Luki; MC GP; MC Ryan SP; MC PH; MC Poze do Rodo; TrapLaudo; Oruam; MC GH Do 7 ; MC Nego Micha,Diz Ai Qual E O Plano?,10,True
WEEK OF APRIL 13; 2024,3,Ze Neto  E  Cristiano,Barulho Do Foguete,1,False
WEEK OF APRIL 13; 2024,4,DENNIS; Ana Castela ; MC GW,Ram Tchum,3,True
WEEK OF APRIL 13; 2024,5,Tz da Coronel Featuring Ryu The Runner,Qual E O Seu Desejo?,1,False
WEEK OF APRIL 13; 2024,6,Lauana Prado,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),1,False
WEEK OF APRIL 13; 2024,7,MC IG; MC Ryan SP ; MC PH Featuring DJ Glenner,"E Isso Bebe, Ta Certa!",3,True
WEEK OF APRIL 13; 2024,8,MC Saci Featuring mc pretchako,Aquariano Nato,1,False
WEEK OF APRIL 13; 2024,9,Simone Mendes,Dois Tristes,1,False
